"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207","X208","X209","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","X258","X259","X260","X261","X262","X263","X264","X265","X266","X267","X268","X269","X270","X271","X272","X273","X274","X275","X276","X277","X278","X279","X280","X281","X282","X283","X284","X285","X286","X287","X288","X289","X290","X291","X292","X293","X294","X295","X296","X297","X298","X299","X300","X301","X302","X303","X304","X305","X306","X307","X308","X309","X310","X311","X312","X313","X314","X315","X316","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X327","X328","X329","X330","X331","X332","X333","X334","X335","X336","X337","X338","X339","X340","X341","X342","X343","X344","X345","X346","X347","X348","X349","X350","X351","X352","X353","X354","X355","X356","X357","X358","X359","X360","X361","X362","X363","X364","X365","X366","X367","X368","X369","X370","X371","X372","X373","X374","X375","X376","X377","X378","X379","X380","X381","X382","X383","X384","X385","X386","X387","X388","X389","X390","X391","X392","X393","X394","X395","X396","X397","X398","X399","X400","X401","X402","X403","X404","X405","X406","X407","X408","X409","X410","X411","X412","X413","X414","X415","X416","X417","X418","X419","X420","X421","X422","X423","X424","X425","X426","X427","X428","X429","X430","X431","X432","X433","X434","X435","X436","X437","X438","X439","X440","X441","X442","X443","X444","X445","X446","X447","X448","X449","X450","X451","X452","X453","X454","X455","X456","X457","X458","X459","X460","X461","X462","X463","X464","X465","X466","X467","X468","X469","X470","X471","X472","X473","X474","X475","X476","X477","X478","X479","X480","X481","X482","X483","X484","X485","X486","X487","X488","X489","X490","X491","X492","X493","X494","X495","X496","X497","X498","X499","X500"
"355",0,19,3,0,11,1,0,0,2,0,0,1,2,0,0,2,7,0,0,5,0,4,3,0,0,20,1,9,8,0,11,0,9,5,0,5,2,0,3,3,2,0,16,0,1,3,0,0,0,5,26,6,41,8,36,0,1,2,3,8,0,0,1,3,10,3,0,4,0,0,16,2,3,0,6,3,0,4,0,5,0,0,22,34,0,12,0,2,4,0,4,1,4,27,15,0,1,0,2,8,1,0,4,9,6,20,0,0,0,3,0,0,0,1,2,0,0,21,3,2,0,0,0,0,8,26,0,4,1,0,1,0,0,2,0,0,1,13,3,10,9,0,0,11,3,8,5,2,0,7,16,3,0,2,0,0,0,12,2,11,2,7,6,2,5,0,0,5,0,1,0,18,0,1,5,2,5,13,1,2,2,4,2,11,0,2,28,2,0,8,0,2,6,6,0,24,9,3,0,4,0,12,4,18,1,1,1,0,2,0,142,0,0,11,1,0,0,0,4,2,0,0,1,10,0,0,0,5,0,10,2,8,12,1,0,0,0,0,20,4,2,0,7,48,0,10,194,16,7,6,3,2,1,1,6,3,2,7,45,0,0,3,1,2,3,0,9,4,1,25,9,1,1,147,5,1,0,3,0,5,7,2,6,1,1,7,1,3,2,3,9,0,0,11,0,3,0,3,78,2,2,6,0,0,2,1,2,7,0,1,2,4,6,3,0,4,0,3,0,1,4,11,0,1,0,1,0,4,0,3,2,395,0,4,2,0,2,4,0,29,1186,0,4,0,6,0,11,1,1,1,1,0,8,0,4,1,12,0,0,0,4,0,4,6,1034,0,0,0,47,3,0,138,0,4,19,12,51,16,5,2,13,10,0,3,0,0,3,12,2,0,1,0,10,1,6,14,2,4,15,8,1,5,1,0,4,0,5,3,1,1,2,10,1,7,0,2,0,4,4,19,0,4,1,0,70,13,15,0,3,5,3,3,12,5,1,0,0,4,1,3,0,5,4,2,43,0,4,0,0,3,0,2,0,0,8,0,1,8,0,0,0,0,6,0,0,2,1,2,0,0,2,3,3,7,0,1,0,3,3,5,6,4,0,0,19,71,0,2,2,1,9,10,8,0,0,0,0,1,3,1
"356",0,29,8,2,1,3,0,1,0,2,0,4,0,3,0,0,16,2,0,3,0,5,2,0,0,29,3,5,12,0,4,1,13,14,2,8,8,1,4,5,4,1,16,2,0,0,0,0,0,7,25,7,57,9,44,0,5,0,2,4,0,1,1,5,13,0,0,0,2,0,2,0,2,1,28,5,0,3,3,1,0,0,1,12,7,0,1,2,4,3,11,3,2,11,19,0,4,3,3,3,5,2,0,4,13,12,0,0,0,10,0,2,0,1,0,0,4,35,6,4,0,1,0,1,0,19,0,1,4,1,3,1,3,0,0,0,1,5,22,5,0,0,1,2,0,5,18,3,0,0,6,3,0,15,0,0,5,1,0,10,6,10,5,2,8,0,0,10,5,3,5,16,3,0,1,1,4,5,0,0,0,2,3,11,0,0,46,7,1,6,0,2,9,10,0,10,15,6,0,2,0,1,1,8,2,1,2,0,2,11,177,1,0,6,5,0,1,2,2,1,0,0,8,8,6,0,0,4,3,4,1,37,16,1,0,0,0,0,19,11,0,10,13,0,0,2,36,5,16,2,4,1,5,0,0,3,10,5,56,5,0,1,0,4,1,1,0,1,0,35,6,0,1,142,3,0,0,9,10,11,5,1,5,3,1,6,2,2,0,6,17,0,0,8,1,6,0,0,31,0,0,9,2,0,4,1,0,6,0,3,1,2,11,3,2,0,1,15,0,5,0,3,0,1,0,0,0,2,0,0,5,423,0,1,2,0,1,26,2,49,567,0,22,2,6,0,4,8,2,0,0,0,1,0,7,0,23,0,0,1,2,1,1,0,2225,2,6,0,31,6,0,152,0,4,23,2,80,15,0,1,9,0,1,6,0,0,0,18,13,0,0,3,13,0,0,3,4,3,23,4,0,5,1,1,8,2,4,4,0,3,0,17,3,3,0,2,2,5,4,16,1,0,0,0,80,9,3,2,2,1,1,1,72,10,0,0,7,4,0,0,1,16,1,1,10,1,7,0,0,25,0,1,4,0,15,0,1,11,2,0,0,0,13,0,0,2,0,5,0,0,1,2,5,4,0,0,16,1,2,5,3,0,1,0,30,13,0,2,1,5,6,5,1,0,2,0,0,1,0,1
"357",0,3,1,2,16,0,0,3,1,0,8,0,1,0,0,0,14,1,1,6,1,2,3,0,0,16,1,14,24,1,6,0,3,12,1,5,3,0,2,5,0,0,25,0,0,1,0,0,1,0,31,15,43,1,58,4,3,5,7,8,0,2,0,11,0,3,0,4,2,0,16,2,2,0,9,9,0,1,4,2,1,0,1,5,5,4,2,0,2,5,9,0,2,9,12,1,1,4,2,2,6,1,4,3,5,22,1,5,3,7,0,0,0,0,1,0,2,2,5,0,0,2,4,0,0,11,0,2,3,1,3,0,0,0,4,0,0,11,7,9,7,0,5,6,1,5,36,3,1,0,16,0,1,2,0,1,2,20,0,12,7,2,4,0,0,0,0,11,2,5,12,15,1,2,6,10,1,5,1,0,4,5,7,6,2,3,76,6,0,14,0,4,1,1,0,4,24,1,0,0,0,2,4,2,6,0,2,3,1,1,231,0,1,9,1,0,1,1,0,3,0,0,12,27,1,0,0,1,4,12,5,3,30,0,1,1,1,0,22,1,11,0,2,108,1,38,366,8,5,10,3,0,1,3,1,2,0,1,30,24,0,3,0,1,4,2,6,6,0,25,9,2,4,212,9,0,0,4,0,4,2,0,2,0,1,1,0,0,3,0,10,0,0,5,2,5,0,4,105,3,0,15,2,0,1,0,6,2,0,15,0,7,0,5,0,2,1,2,0,1,0,8,0,9,0,4,0,6,0,0,36,361,0,4,0,0,0,3,1,0,613,2,8,0,4,0,8,7,4,3,0,0,1,1,5,0,15,0,0,0,0,1,14,2,2453,1,2,0,13,0,0,209,0,2,27,4,79,14,6,3,12,0,2,13,0,0,0,6,8,1,0,0,9,5,9,3,8,8,0,6,0,2,0,1,11,1,4,1,1,2,1,3,7,4,0,2,0,0,0,10,0,1,0,0,136,3,6,4,10,0,1,4,3,2,0,0,1,3,0,0,1,35,4,0,55,4,7,7,0,6,7,0,2,0,6,4,1,4,6,1,0,0,7,1,0,2,4,1,0,0,0,7,7,9,4,1,15,11,0,0,2,3,0,0,9,42,7,0,4,0,9,3,5,3,1,2,0,0,1,0
"358",0,2,2,0,9,1,0,0,4,0,0,0,0,2,3,3,11,1,0,14,0,3,0,0,0,28,3,1,22,0,17,2,7,14,2,9,15,0,3,10,4,1,22,1,0,0,0,1,0,1,9,11,32,1,41,1,1,2,4,4,0,0,0,6,6,0,7,11,0,0,7,1,6,1,33,1,0,1,1,15,0,0,2,40,19,2,0,0,4,2,3,2,1,0,46,3,2,5,2,1,1,2,0,2,5,13,2,2,1,14,0,0,0,1,0,0,4,25,8,4,3,0,1,0,3,26,0,12,0,0,3,1,0,0,1,3,8,4,26,5,10,0,1,5,2,9,124,2,1,5,4,0,0,14,2,0,13,2,3,8,1,13,3,8,9,0,0,9,0,2,6,11,4,2,15,0,5,6,1,0,3,0,2,9,1,1,17,1,0,13,0,3,2,4,0,4,6,4,0,3,2,16,0,2,5,2,1,0,2,6,292,1,0,3,1,4,0,0,0,1,0,1,19,2,8,0,4,3,3,5,4,15,26,0,1,0,0,0,11,6,2,21,3,7,1,8,109,9,21,1,0,1,2,4,1,1,1,4,23,31,1,4,2,3,0,3,2,3,0,6,4,0,7,148,7,0,0,5,9,2,4,0,5,0,1,2,0,1,0,0,2,0,0,16,0,4,0,0,42,1,2,14,0,0,3,0,1,8,2,2,0,5,16,2,2,10,0,1,0,2,3,4,0,0,2,0,0,15,0,0,18,460,0,15,0,0,1,3,0,2,535,0,22,3,7,0,0,4,3,0,1,0,3,0,2,2,29,0,2,1,4,1,6,0,7529,0,1,2,24,0,1,151,0,2,18,7,49,14,4,1,21,27,1,3,0,0,1,3,0,1,0,0,6,3,1,3,15,7,13,1,0,13,2,0,8,0,9,8,0,3,1,7,4,0,0,2,1,0,2,7,2,0,0,0,267,9,33,0,7,1,0,1,14,4,1,0,3,1,0,0,0,15,0,1,66,1,8,0,0,3,7,0,2,0,8,0,0,19,0,2,5,0,3,0,1,3,1,5,0,0,1,0,11,6,0,0,0,5,1,5,3,1,7,0,9,49,1,1,3,1,5,10,3,0,2,0,0,1,1,2
"359",0,11,3,0,7,1,1,1,0,0,0,0,0,1,0,6,9,0,0,4,0,4,2,0,1,25,2,4,15,1,22,0,11,6,0,5,12,2,5,2,1,0,14,0,0,1,0,0,0,1,1,8,38,0,43,1,4,4,5,12,0,0,0,8,10,0,1,0,0,0,0,0,0,2,4,1,0,7,0,24,1,0,6,25,10,6,0,1,6,12,7,0,1,702,26,0,0,2,1,2,4,0,0,6,6,32,0,2,0,9,0,0,0,3,0,0,3,29,6,6,0,3,2,1,2,21,2,9,2,0,0,0,0,0,0,0,3,2,2,7,7,0,0,8,2,10,66,4,2,3,5,1,0,7,0,0,4,7,1,15,7,8,6,9,3,0,0,5,0,3,4,16,0,0,4,1,1,11,0,0,4,2,4,12,0,1,18,9,0,20,0,3,3,18,0,9,2,2,1,4,2,1,1,25,7,1,0,3,4,1,308,4,0,0,0,0,3,0,4,5,2,2,45,1,0,0,0,7,2,12,4,8,18,0,0,0,3,0,22,3,30,19,3,0,0,12,510,2,11,6,4,0,0,0,0,2,7,2,41,6,1,0,3,3,1,1,9,0,1,2,7,0,2,131,4,2,1,1,3,8,6,0,4,3,3,1,0,1,0,2,7,0,0,8,2,1,2,1,207,0,5,12,0,0,8,0,0,5,0,1,0,0,3,4,0,4,0,3,0,6,0,2,0,0,3,0,0,18,0,3,9,312,0,14,0,0,0,10,0,26,792,1,10,1,10,0,1,0,0,0,0,0,2,0,5,0,11,0,0,1,6,2,0,4,1962,0,2,0,26,9,0,166,0,3,22,9,116,14,0,0,11,8,0,5,0,1,0,10,2,0,2,2,8,0,0,1,9,4,40,5,3,6,2,0,5,0,4,4,0,2,4,3,3,8,0,3,1,1,21,14,6,1,1,0,181,7,13,2,0,1,3,6,10,1,0,0,1,0,2,2,0,7,3,2,43,0,8,1,0,21,8,5,6,1,3,1,2,12,3,0,0,0,6,1,0,0,5,0,2,0,1,1,2,14,2,3,0,5,0,2,2,0,2,0,6,33,1,2,3,0,16,34,1,2,0,2,0,6,0,0
"360",0,15,1,2,9,2,1,0,1,14,1,1,0,2,0,4,5,5,1,8,0,15,10,0,0,31,0,5,14,2,7,0,7,13,0,3,9,0,5,7,9,1,22,0,4,2,0,0,2,4,1,3,36,4,26,1,9,1,0,7,0,2,2,5,3,1,1,1,1,0,6,5,2,1,18,1,0,0,0,12,3,0,2,4,27,4,0,1,6,4,4,0,0,61,27,1,2,5,2,9,3,0,0,5,4,46,0,0,1,9,1,0,0,6,5,0,4,42,4,3,0,2,2,0,0,5,1,1,0,0,3,0,1,1,0,0,0,4,12,2,10,0,0,9,1,7,24,0,0,1,9,6,1,4,0,1,8,0,1,13,0,8,4,0,2,1,0,4,2,3,8,70,2,2,6,3,4,2,0,0,3,3,2,16,1,0,19,4,0,6,3,0,1,0,1,7,14,0,0,0,0,10,0,0,9,1,1,0,0,1,140,2,0,6,0,0,8,0,10,2,2,3,4,21,5,1,1,3,3,18,8,7,24,3,0,1,0,0,8,1,10,0,9,160,1,19,394,11,3,10,1,7,1,9,0,1,5,3,117,10,0,0,0,1,4,2,12,1,0,19,3,1,2,154,3,0,0,4,5,1,8,0,1,0,0,0,1,3,0,13,18,0,0,12,1,4,1,1,18,0,0,6,0,3,6,0,1,9,0,2,0,3,2,1,0,0,0,3,0,6,2,5,0,0,0,0,0,6,0,3,9,352,0,3,0,0,0,2,0,7,1269,0,7,12,2,0,27,2,2,2,0,6,0,0,2,2,26,1,0,0,4,2,1,0,6012,0,0,0,174,0,0,73,0,4,8,0,85,6,4,0,10,2,2,5,1,0,1,7,3,0,0,1,7,1,34,4,2,7,3,1,0,20,0,1,8,0,8,2,0,0,3,7,4,2,0,2,0,6,5,21,7,3,1,0,17,13,24,0,0,2,2,3,13,7,0,0,0,1,0,0,2,5,2,0,16,1,6,0,0,16,23,0,1,0,15,2,1,2,1,0,0,2,10,1,3,2,2,3,0,0,1,0,3,3,0,0,0,0,0,10,2,0,0,3,13,42,4,2,0,0,19,14,1,0,0,2,0,3,2,0
"361",0,6,3,2,11,6,0,0,4,0,0,0,0,0,0,0,8,5,0,0,1,6,7,0,0,59,1,22,7,0,1,0,9,3,0,0,4,0,5,3,3,0,19,2,6,0,0,0,0,1,7,4,36,6,42,0,3,2,2,12,5,0,0,14,0,0,0,1,2,0,2,1,0,8,7,6,0,0,0,3,0,0,3,10,3,4,1,0,1,0,6,2,1,21,24,0,0,6,3,4,2,0,2,6,4,13,0,1,0,3,0,0,0,0,2,0,3,29,9,3,2,2,2,0,2,7,0,6,1,1,7,0,1,3,2,0,0,5,15,3,5,0,0,5,0,8,50,4,1,2,1,0,1,1,0,1,7,5,1,7,7,12,6,1,3,1,0,5,1,1,6,37,3,1,10,2,14,4,2,0,4,4,2,3,3,1,35,2,0,3,2,10,4,23,2,14,10,2,0,2,0,12,1,8,7,0,1,0,0,0,331,0,0,0,3,1,3,1,6,1,0,0,5,1,13,1,1,1,4,40,7,15,57,3,0,0,0,0,18,1,0,1,11,50,0,2,83,13,4,12,5,0,0,3,3,6,1,5,40,1,0,0,1,1,2,1,1,6,0,10,14,4,4,192,11,2,1,2,9,8,16,2,4,1,1,1,4,0,0,0,5,0,0,7,2,1,1,0,55,3,1,12,0,1,9,6,5,4,0,13,0,8,2,10,0,4,0,16,0,6,2,1,2,8,0,2,0,7,0,1,0,376,1,9,2,0,0,0,0,25,1008,0,6,0,7,0,0,17,0,0,0,0,0,0,10,1,13,1,0,0,3,1,0,3,1999,0,2,0,22,4,0,128,0,1,13,7,64,18,10,1,26,10,1,7,0,0,0,12,3,0,0,0,12,0,10,1,6,4,0,10,0,1,1,2,6,0,4,10,1,0,1,2,0,2,0,5,0,5,4,13,3,1,1,0,72,1,52,0,0,0,1,5,8,4,0,2,5,0,0,1,0,2,3,1,24,3,2,0,0,5,2,0,5,0,4,0,0,14,3,0,0,1,3,4,0,4,3,1,0,0,0,1,3,4,0,1,0,5,0,12,4,1,0,2,12,78,0,0,9,0,14,17,1,0,2,0,0,0,2,1
"362",0,24,7,0,12,3,0,0,1,24,0,0,0,4,0,0,2,2,0,0,0,1,4,0,1,51,2,15,9,0,12,1,19,12,0,3,0,0,3,4,1,0,24,0,0,6,0,0,0,13,21,12,42,5,31,0,13,0,3,23,0,0,1,3,8,0,0,6,0,0,0,6,2,1,14,4,0,2,1,11,1,0,0,11,0,1,0,3,4,1,9,0,0,23,26,2,0,2,9,2,0,1,1,5,4,31,0,1,0,14,1,0,0,2,0,0,1,26,9,4,0,0,0,1,0,8,1,4,3,0,2,0,0,5,3,7,3,0,15,7,1,0,0,6,4,17,20,7,0,10,2,0,0,7,0,0,8,12,5,7,2,7,4,0,9,0,0,3,0,4,5,20,1,1,5,3,1,5,2,0,2,2,3,10,0,2,26,1,0,9,0,8,0,10,0,15,12,1,0,2,0,31,0,9,11,0,1,0,0,3,319,3,0,5,1,3,0,0,5,3,0,1,24,3,21,0,0,3,2,29,4,15,39,3,0,0,0,0,19,3,3,2,5,120,1,18,216,16,33,11,4,2,5,2,0,1,4,5,42,2,2,4,0,0,5,1,6,2,0,34,2,1,2,116,5,0,0,9,0,3,8,1,5,0,4,1,1,1,0,4,14,1,0,16,0,3,0,7,23,5,1,10,1,0,3,2,1,6,0,12,0,2,11,9,0,3,0,1,0,7,0,1,0,6,0,0,0,6,0,0,4,492,1,19,0,1,1,0,0,0,1027,3,26,3,10,1,3,3,0,0,0,3,1,0,8,1,20,1,0,0,5,2,11,0,2027,0,7,0,21,0,0,140,0,0,17,6,45,9,3,2,11,24,4,5,0,0,1,6,2,2,0,2,8,0,1,7,0,5,4,5,0,19,0,0,2,0,4,3,0,0,1,8,4,0,0,2,0,3,9,22,0,1,3,0,379,5,24,0,0,0,4,8,8,3,0,0,1,1,0,0,1,26,2,0,24,0,5,3,0,8,2,2,5,0,7,0,1,17,0,0,0,2,9,1,0,1,6,1,0,0,1,6,2,18,0,2,0,2,0,4,3,1,0,1,11,64,0,0,6,0,6,26,0,0,1,1,0,2,3,3
"363",0,10,2,0,5,18,0,2,2,0,1,0,1,0,0,13,8,0,0,3,0,8,3,0,1,12,4,11,5,0,18,0,4,5,1,2,11,0,3,4,3,0,22,0,1,0,0,0,0,0,14,8,40,2,60,0,3,1,5,12,3,0,0,8,12,0,0,0,0,0,4,4,3,1,21,0,0,7,10,1,1,2,1,14,8,7,0,3,9,0,15,2,2,11,25,2,5,1,0,3,6,2,1,3,11,19,0,0,0,2,0,0,0,2,0,0,3,10,2,2,0,1,1,1,1,12,0,3,2,0,0,0,1,0,1,0,1,2,12,3,10,1,2,7,0,7,55,9,0,1,8,1,0,5,0,0,1,5,0,13,15,10,2,8,0,0,1,8,0,8,4,25,2,0,0,4,3,19,0,0,4,10,5,5,1,1,72,11,0,22,0,10,5,1,0,6,16,3,0,1,0,17,0,1,8,1,1,1,10,8,271,0,1,0,1,0,2,0,6,13,0,0,10,6,2,0,0,11,2,13,4,21,62,1,0,0,0,0,11,4,0,2,3,23,2,5,178,12,41,12,0,0,0,1,2,5,0,2,7,30,0,0,1,1,0,0,0,1,0,19,6,3,2,178,3,0,0,1,0,4,10,0,4,1,1,1,2,0,0,10,11,0,0,9,0,2,1,0,97,1,1,10,7,1,6,0,9,5,0,2,0,1,4,2,0,3,3,30,0,3,0,1,0,2,1,1,0,17,0,0,9,483,0,0,0,0,0,6,4,99,492,0,18,0,3,0,1,5,6,0,2,0,0,0,8,2,25,0,2,0,0,0,5,8,13566,0,4,0,25,11,0,205,0,1,14,1,186,11,2,0,14,1,2,1,1,0,1,17,5,0,0,0,8,1,3,1,0,5,17,3,1,0,1,0,15,1,0,2,0,3,0,1,4,1,0,3,3,0,5,5,0,0,0,0,138,7,6,0,4,0,0,5,24,2,0,1,3,3,0,1,4,27,0,0,14,0,4,1,0,7,0,2,1,0,11,0,1,5,1,3,0,0,22,0,0,1,0,0,0,0,0,17,8,6,1,1,2,5,1,0,3,1,4,1,9,87,0,0,5,1,12,45,0,1,1,0,1,0,0,0
"364",0,9,8,1,3,0,0,0,1,0,3,0,0,2,0,1,11,1,0,1,1,2,4,0,0,25,1,5,8,0,12,2,13,13,0,11,10,0,7,3,2,1,16,2,0,0,0,0,2,0,4,15,34,8,48,1,3,3,10,9,1,0,0,9,0,2,0,4,1,0,12,0,1,0,12,7,0,4,0,0,0,0,0,16,6,6,0,2,8,1,1,0,2,5,14,0,0,0,1,4,4,2,1,9,13,29,0,11,0,13,0,0,0,0,0,0,3,12,5,3,1,2,1,0,0,3,1,12,4,1,0,0,1,1,4,2,0,2,2,1,7,0,2,7,2,21,55,5,0,8,1,0,0,14,0,0,2,19,0,10,3,3,6,1,0,7,0,5,1,2,5,15,4,1,0,6,18,8,3,0,6,3,2,15,0,0,17,5,0,32,1,4,5,0,1,8,6,6,2,5,0,37,7,2,5,0,5,0,6,2,316,0,0,1,1,0,1,0,5,4,0,1,18,1,8,0,1,4,2,11,6,28,10,0,0,0,0,0,14,0,2,4,6,4,3,43,323,9,26,16,2,2,1,3,0,1,1,3,53,11,0,2,1,1,9,0,2,8,0,6,2,0,0,198,3,0,0,13,5,3,8,0,1,0,1,3,1,2,0,3,9,0,0,6,2,2,0,1,41,2,1,5,0,0,1,5,6,5,0,3,0,23,22,6,0,2,1,11,0,5,0,9,0,2,0,0,0,22,1,0,5,391,0,5,3,0,0,0,8,10,627,2,22,2,6,1,10,0,2,0,0,0,0,0,9,0,13,1,0,1,6,3,6,3,1694,1,0,0,24,1,0,69,0,1,7,5,61,14,9,2,6,7,2,1,1,1,0,14,6,0,0,0,4,3,6,3,0,7,9,8,0,2,5,0,4,0,1,3,3,0,2,1,3,5,0,3,0,2,6,14,4,0,1,0,44,9,18,2,4,3,4,7,0,5,1,0,5,4,1,2,1,16,0,1,23,2,5,2,0,7,1,2,4,0,1,0,1,11,1,0,0,0,13,0,1,3,1,5,0,0,4,3,1,0,0,0,0,1,0,1,10,0,0,0,8,18,4,1,6,0,2,21,5,0,4,0,0,0,0,4
"365",0,20,9,1,4,4,0,0,0,0,1,0,0,1,0,4,10,1,0,3,0,4,6,0,1,10,12,6,19,0,7,0,23,10,0,10,3,1,0,3,2,0,26,0,0,0,0,0,2,0,8,5,40,4,35,4,2,0,4,8,1,1,0,5,4,1,0,1,0,0,5,2,0,3,8,1,0,2,0,0,1,0,3,22,8,3,2,1,2,5,13,1,3,3,43,1,1,7,2,1,5,2,1,0,10,36,1,2,0,6,0,1,2,1,0,0,0,4,2,4,0,0,2,0,0,1,0,4,4,2,0,0,3,0,1,0,1,1,20,12,2,0,3,7,0,15,50,7,0,0,12,3,0,8,0,0,3,20,0,12,18,22,7,0,4,0,0,7,2,0,7,52,0,0,5,2,15,5,8,0,2,6,9,4,0,3,17,12,0,14,0,5,1,6,0,5,3,3,1,3,0,21,1,6,3,3,0,0,3,0,253,0,1,15,0,1,0,1,3,1,0,0,23,3,1,0,2,6,1,19,2,10,38,2,0,5,1,0,17,3,0,0,2,0,2,24,623,15,18,7,3,1,2,1,1,4,5,7,6,24,0,5,3,3,5,1,1,7,0,37,6,4,0,227,8,2,0,1,0,1,4,0,1,2,1,2,1,1,0,10,11,0,0,18,1,5,0,3,81,2,2,9,2,0,3,0,4,3,0,5,0,0,12,0,0,5,0,15,0,0,1,0,0,5,0,0,0,19,0,1,44,397,0,0,0,0,4,7,2,21,457,2,17,1,7,0,4,4,3,0,0,0,3,0,7,0,11,1,0,0,1,1,6,2,3070,0,0,0,25,1,0,158,0,4,4,2,52,12,1,2,23,14,0,4,1,0,2,1,3,0,0,0,6,5,2,1,9,5,0,7,3,2,2,2,10,1,2,0,4,2,2,8,1,0,0,1,1,0,10,4,1,1,1,0,196,11,19,3,1,0,4,6,8,3,0,0,1,4,0,0,1,11,0,1,103,1,6,4,0,7,27,6,3,0,9,0,0,15,2,0,0,0,8,0,0,5,0,14,2,0,4,3,4,8,2,0,0,3,0,2,2,0,3,0,8,169,0,0,2,0,15,32,0,0,1,0,0,3,1,2
"366",0,4,3,1,6,1,1,0,0,0,0,1,0,1,0,2,12,2,2,2,0,15,6,0,0,88,3,5,17,0,27,3,50,6,0,2,0,4,5,3,2,0,21,0,0,12,0,0,0,0,11,5,38,0,27,0,0,7,2,4,0,1,0,3,18,0,0,3,3,0,6,0,1,2,18,0,0,0,0,39,1,0,1,6,18,6,0,0,9,7,3,0,6,20,23,1,1,1,3,4,5,0,1,1,6,25,0,1,0,15,3,0,0,1,2,0,0,14,11,6,0,0,3,0,0,31,0,15,2,1,0,0,1,0,0,0,0,4,12,3,1,0,3,9,6,8,18,5,0,4,0,0,1,8,0,0,5,0,1,17,7,0,6,0,2,3,0,3,4,2,3,24,1,0,6,2,3,7,1,0,3,1,2,3,1,3,26,0,0,0,0,3,2,0,1,9,17,6,0,0,4,15,4,27,11,0,1,2,1,4,186,1,0,1,0,0,2,0,6,8,0,0,13,10,7,0,0,2,3,5,7,15,44,2,0,0,1,0,13,2,12,2,14,0,0,18,436,2,9,2,15,0,2,8,0,2,16,6,90,16,0,8,0,1,1,0,4,14,0,28,7,0,3,79,0,1,1,4,5,4,4,2,3,0,0,5,3,2,0,7,9,0,1,10,0,1,1,6,36,5,1,11,0,0,1,0,4,6,0,3,0,4,9,0,0,0,1,9,0,6,1,17,0,4,1,0,1,2,0,2,11,466,0,17,1,0,4,4,0,0,823,0,7,8,3,0,27,2,1,0,1,0,2,0,1,1,12,0,2,1,3,0,0,1,2678,1,0,0,9,8,0,60,0,3,23,1,43,9,8,0,15,29,1,13,2,0,4,13,4,0,0,2,9,0,10,2,2,14,45,6,0,10,0,1,7,1,0,5,2,0,3,13,2,0,0,0,0,4,2,53,5,0,0,0,23,4,20,0,0,0,2,6,20,9,1,0,6,3,0,3,1,12,2,3,20,0,6,0,0,3,4,1,5,0,6,2,0,13,1,0,0,0,16,0,1,2,1,3,0,0,5,4,9,7,0,2,0,1,2,0,1,0,3,0,21,21,0,0,0,0,15,22,7,0,0,0,0,1,0,1
